time,frequency
3.242105263157895,3100.0
3.2736842105263158,3100.0
3.305263157894737,13550.0
3.336842105263158,7800.0
3.368421052631579,7650.0
3.4000000000000004,7650.0
3.431578947368421,9400.0
3.463157894736842,7550.0
3.4947368421052634,7550.0
3.5263157894736845,7750.0
3.5578947368421057,7750.0
4.842105263157895,9450.0
4.873684210526315,9450.0
4.905263157894737,11200.0
4.936842105263158,11200.0
4.968421052631578,11200.0
5.0,3000.0
5.031578947368421,3000.0
5.063157894736842,14650.0
5.094736842105263,14650.0
5.126315789473684,6150.0
5.157894736842105,6150.0
5.242105263157895,4050.0
5.273684210526316,4700.0
5.305263157894737,4700.0
5.336842105263158,4700.0
5.368421052631579,4750.0
5.4,4750.0
5.431578947368421,9750.0
5.463157894736843,4900.0
5.494736842105263,4950.0
5.526315789473684,4950.0
5.557894736842106,5000.0
5.6421052631578945,6150.0
5.673684210526315,7350.0
5.705263157894737,7350.0
5.7368421052631575,7350.0
5.768421052631578,5300.0
5.8,5300.0
5.8315789473684205,3350.0
5.863157894736842,3350.0
5.894736842105263,3350.0
5.9263157894736835,11300.0
5.957894736842105,11300.0
6.042105263157895,7950.0
6.073684210526316,4600.0
6.105263157894737,20100.0
6.136842105263158,20100.0
6.168421052631579,4700.0
6.2,4700.0
6.231578947368421,4700.0
6.2631578947368425,4850.0
6.294736842105263,5000.0
6.326315789473684,5000.0
6.3578947368421055,5300.0
6.442105263157895,5900.0
6.473684210526316,3200.0
6.5052631578947375,7850.0
6.536842105263158,7850.0
6.568421052631579,7850.0
6.6000000000000005,8800.0
6.631578947368421,8800.0
6.663157894736843,8800.0
6.6947368421052635,4050.0
6.726315789473684,9550.0
6.757894736842106,10650.0
6.842105263157895,8450.0
6.873684210526315,4100.0
6.905263157894737,7200.0
6.936842105263158,7200.0
6.968421052631578,4150.0
7.0,4150.0
7.031578947368421,4800.0
7.063157894736842,4800.0
7.094736842105263,4800.0
7.126315789473684,5250.0
7.157894736842105,5250.0
7.242105263157895,5850.0
7.273684210526316,6100.0
7.305263157894737,7750.0
7.336842105263158,7750.0
7.368421052631579,8000.0
7.4,8000.0
7.431578947368421,8000.0
7.463157894736843,7100.0
7.494736842105263,4500.0
7.526315789473684,3100.0
7.557894736842106,9650.0
7.6421052631578945,9900.0
7.673684210526315,10900.0
7.705263157894737,11350.0
7.7368421052631575,11350.0
7.768421052631578,11350.0
7.8,11850.0
7.8315789473684205,3200.0
7.863157894736842,3150.0
7.894736842105263,3100.0
7.9263157894736835,3100.0
7.957894736842105,12100.0
8.442105263157895,7100.0
8.473684210526317,7100.0
8.505263157894737,7100.0
8.536842105263158,7050.0
8.56842105263158,3150.0
8.6,3150.0
8.631578947368421,3150.0
8.663157894736843,8950.0
8.694736842105263,8950.0
8.726315789473684,8950.0
8.757894736842106,10750.0
13.642105263157895,7550.0
13.673684210526316,5000.0
13.705263157894736,5000.0
13.736842105263158,5000.0
13.76842105263158,4350.0
13.799999999999999,4750.0
13.83157894736842,4750.0
13.863157894736842,4750.0
13.894736842105262,4600.0
13.926315789473684,4600.0
13.957894736842105,4950.0
14.042105263157895,5000.0
14.073684210526316,5050.0
14.105263157894736,5150.0
14.136842105263158,9850.0
14.16842105263158,10050.0
14.2,7250.0
14.23157894736842,7250.0
14.263157894736842,8750.0
14.294736842105262,8750.0
14.326315789473684,9950.0
14.357894736842105,9950.0
14.442105263157895,3150.0
14.473684210526317,5650.0
14.505263157894737,6150.0
14.536842105263158,4400.0
14.56842105263158,4400.0
14.6,4400.0
14.631578947368421,4900.0
14.663157894736843,4800.0
14.694736842105263,4800.0
14.726315789473684,4800.0
14.757894736842106,5000.0
14.842105263157896,5800.0
14.873684210526317,6650.0
14.905263157894737,6650.0
14.936842105263159,7750.0
14.96842105263158,7750.0
15.0,7750.0
15.031578947368422,9250.0
15.063157894736843,9250.0
15.094736842105263,9250.0
15.126315789473685,9750.0
15.157894736842106,11400.0
15.242105263157894,8700.0
15.273684210526316,4500.0
15.305263157894736,4500.0
15.336842105263157,4500.0
15.368421052631579,4750.0
15.399999999999999,4750.0
15.43157894736842,4750.0
15.463157894736842,3250.0
15.494736842105262,5000.0
15.526315789473683,5000.0
15.557894736842105,5600.0
15.642105263157895,6150.0
15.673684210526316,7650.0
15.705263157894736,7650.0
15.736842105263158,7650.0
15.76842105263158,3950.0
15.799999999999999,3550.0
15.83157894736842,3550.0
15.863157894736842,3700.0
15.894736842105262,11300.0
15.926315789473684,11300.0
15.957894736842105,11300.0
16.042105263157893,8850.0
16.073684210526316,4500.0
16.105263157894736,4500.0
16.13684210526316,4500.0
16.16842105263158,4500.0
16.2,3500.0
16.231578947368423,5050.0
16.263157894736842,5050.0
16.294736842105262,5050.0
16.326315789473686,5450.0
16.357894736842105,5850.0
16.44210526315789,6400.0
16.473684210526315,7000.0
16.505263157894735,7050.0
16.53684210526316,8050.0
16.568421052631578,8800.0
16.599999999999998,8800.0
16.63157894736842,8800.0
16.66315789473684,8750.0
16.69473684210526,7050.0
16.726315789473684,7050.0
16.757894736842104,3200.0
16.842105263157894,20250.0
16.873684210526317,20250.0
16.905263157894737,4900.0
16.93684210526316,4900.0
16.96842105263158,4900.0
17.0,5050.0
17.031578947368423,5050.0
17.063157894736843,4950.0
17.094736842105263,4950.0
17.126315789473686,5100.0
17.157894736842106,5550.0
17.242105263157892,3650.0
17.273684210526316,5950.0
17.305263157894736,5650.0
17.33684210526316,8000.0
17.36842105263158,8000.0
17.4,8000.0
17.431578947368422,3900.0
17.46315789473684,3900.0
17.49473684210526,3300.0
17.526315789473685,9150.0
17.557894736842105,9350.0
17.642105263157895,11250.0
17.673684210526318,11750.0
17.705263157894738,11750.0
17.73684210526316,11750.0
17.76842105263158,13450.0
17.8,12000.0
17.831578947368424,13200.0
17.863157894736844,20200.0
17.894736842105264,20200.0
17.926315789473687,20200.0
17.957894736842107,3900.0
19.242105263157892,12050.0
19.273684210526316,12050.0
19.305263157894736,15050.0
19.33684210526316,9050.0
19.36842105263158,9050.0
19.4,9650.0
19.431578947368422,9650.0
19.46315789473684,9850.0
19.49473684210526,14950.0
19.526315789473685,3650.0
19.557894736842105,4850.0
19.642105263157895,10750.0
19.673684210526318,3100.0
19.705263157894738,3100.0
19.73684210526316,4600.0
19.76842105263158,7050.0
19.8,3300.0
19.831578947368424,11850.0
19.863157894736844,11850.0
19.894736842105264,11850.0
19.926315789473687,8700.0
19.957894736842107,6850.0
23.642105263157895,3150.0
23.673684210526318,6100.0
23.705263157894738,7850.0
23.73684210526316,7800.0
23.76842105263158,7800.0
23.8,4800.0
23.831578947368424,8300.0
23.863157894736844,8300.0
23.894736842105264,8300.0
23.926315789473687,8650.0
23.957894736842107,9200.0
24.042105263157893,9750.0
24.073684210526316,9700.0
24.105263157894736,11800.0
24.13684210526316,4650.0
24.16842105263158,4650.0
24.2,4650.0
24.231578947368423,10650.0
24.263157894736842,7000.0
24.294736842105262,7000.0
24.326315789473686,8400.0
24.357894736842105,8400.0
24.842105263157894,4650.0
24.873684210526317,4800.0
24.905263157894737,5000.0
24.93684210526316,5000.0
24.96842105263158,4900.0
25.0,5050.0
25.031578947368423,5050.0
25.063157894736843,5150.0
25.094736842105263,6150.0
25.126315789473686,6150.0
25.157894736842106,7700.0
25.242105263157892,9250.0
25.273684210526316,9650.0
25.305263157894736,9650.0
25.33684210526316,10400.0
25.36842105263158,10900.0
25.46315789473684,4150.0
25.49473684210526,4150.0
